Customer,ST,GENDER,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Total Claim Amount,Policy Type,Vehicle Class,State,Gender
LE28486,,,College,3996.772165,46210,100,0,46.315771,Personal Auto,SUV,Oregon,F
EJ86526,,,Bachelor,5490.775023,49480,70,1,72.686545,Corporate Auto,Four-Door Car,Oregon,F
DQ92905,,,Bachelor,12989.81806,0,65,0,312.0,Personal Auto,Four-Door Car,Arizona,M
JL25091,,,Bachelor,4599.759229,79284,117,1,156.452827,Special Auto,Four-Door Car,California,M
HP42153,,,High School or Below,2351.878675,12928,64,0,307.2,Personal Auto,Four-Door Car,Washington,F
OQ27893,,,High School or Below,2903.242245,20510,74,0,355.2,Personal Auto,Two-Door Car,Oregon,M
PB31909,,,College,3807.528493,0,115,0,828.0,Corporate Auto,Four-Door Car,California,M
AL43715,,,Master,8310.704732,67541,104,0,203.886869,Personal Auto,Four-Door Car,Nevada,M
YA70612,,,Bachelor,8962.795984,97924,74,0,355.2,Personal Auto,Two-Door Car,Oregon,M
LO37570,,,High School or Below,12157.5413,40432,77,0,369.6,Personal Auto,Four-Door Car,Arizona,M
XC83045,,,Bachelor,16460.07754,16869,222,0,1065.6,Personal Auto,Luxury SUV,Nevada,M
NC47038,,,High School or Below,8788.532018,91171,110,0,771.39748,Personal Auto,SUV,Arizona,M
DS31990,,,High School or Below,5093.479191,0,71,0,150.878447,Personal Auto,Two-Door Car,Oregon,M
CR99369,,,High School or Below,5377.90796,34528,69,2,183.602763,Corporate Auto,Four-Door Car,Arizona,M
RE68901,,,College,5635.746396,20303,71,0,340.8,Corporate Auto,Four-Door Car,Washington,F
VQ97965,,,Bachelor,3514.212939,73643,89,0,147.486454,Corporate Auto,Four-Door Car,Oregon,F
ZK83518,,,College,4386.277558,10621,67,0,321.6,Personal Auto,Four-Door Car,California,M
EJ77557,,,High School or Below,7294.5816,76407,91,0,436.8,Personal Auto,Four-Door Car,California,M
QJ62033,,,High School or Below,2415.063816,0,71,0,511.2,Personal Auto,Four-Door Car,Arizona,M
OH23652,,,Bachelor,4693.751128,26607,122,0,585.6,Personal Auto,SUV,Oregon,F
NE51159,,,College,7481.825592,61783,94,0,658.125874,Personal Auto,Four-Door Car,Oregon,M
GU56606,,,Bachelor,5953.352957,20283,77,0,369.6,Personal Auto,Two-Door Car,Nevada,M
HR28499,,,Bachelor,3890.964154,43578,98,0,105.662175,Personal Auto,Two-Door Car,California,M
VK92827,,,Bachelor,5352.218989,93606,67,0,321.6,Personal Auto,Four-Door Car,California,M
DZ85842,,,High School or Below,8105.81483,17920,72,0,424.375364,Personal Auto,Four-Door Car,California,M
HX87528,,,College,3509.968806,51800,92,0,299.452532,Personal Auto,Four-Door Car,California,M
FJ57446,,,College,8434.119038,27694,108,0,741.850171,Personal Auto,SUV,Oregon,F
GU91528,,,High School or Below,4254.620669,11904,61,2,292.8,Personal Auto,Two-Door Car,Oregon,F
LR92373,,,Bachelor,2839.945741,53444,72,1,315.703929,Personal Auto,Four-Door Car,Nevada,F
LC90366,,,Bachelor,16473.16905,22828,106,0,508.8,Personal Auto,SUV,Nevada,M
UI36597,,,Bachelor,31706.9251,50719,131,0,870.626907,Personal Auto,SUV,Oregon,M
MD33155,,,College,2580.849899,46900,66,0,316.8,Corporate Auto,Four-Door Car,California,M
MB20764,,,High School or Below,17622.1332,0,252,0,1814.4,Corporate Auto,Luxury SUV,Oregon,M
JA76884,,,Master,14435.67365,60880,119,0,109.906628,Personal Auto,Two-Door Car,California,M
BQ32117,,,Doctor,12731.95161,40870,105,0,504.0,Personal Auto,SUV,California,M
ZM45168,,,College,2398.354197,14321,65,0,423.823547,Personal Auto,Four-Door Car,Oregon,M
BE25221,,,High School or Below,6182.618843,20072,82,0,473.266879,Corporate Auto,Four-Door Car,Arizona,M
II92123,,,High School or Below,9431.376818,77365,79,0,2.823303,Personal Auto,Two-Door Car,Oregon,M
PN35535,,,College,4651.28429,98475,115,0,552.0,Personal Auto,SUV,California,F
EI17022,,,Bachelor,12168.74492,14973,115,0,828.0,Corporate Auto,SUV,Washington,M
OH41318,,,Master,26122.12998,83385,131,2,704.337157,Personal Auto,SUV,Washington,M
ER52041,,,College,3237.305187,0,90,0,659.435886,Personal Auto,Four-Door Car,California,M
PY57181,,,College,9416.474669,0,86,1,412.8,Personal Auto,Four-Door Car,Oregon,M
CY12922,,,College,2506.360995,0,73,0,525.6,Personal Auto,Four-Door Car,Arizona,M
YV85096,,,Bachelor,5272.005079,98110,65,0,176.287711,Corporate Auto,Four-Door Car,Oregon,F
DG34434,,,Bachelor,5246.278375,28909,66,0,456.702735,Corporate Auto,Two-Door Car,California,F
DL14445,,,College,10611.56172,0,96,0,949.953253,Personal Auto,Four-Door Car,California,F
QL80621,,,Bachelor,2249.874803,0,62,0,297.6,Personal Auto,Four-Door Car,Oregon,F
NY57065,,,Bachelor,2816.756002,42937,71,0,251.779842,Corporate Auto,Two-Door Car,California,M
EO17010,,,Master,4751.280948,30887,119,0,444.167713,Personal Auto,SUV,California,M
LC47479,,,College,28622.31443,35442,239,0,1147.2,Personal Auto,Luxury Car,Oregon,M
GB92679,,,High School or Below,8421.516848,95139,103,0,34.023132,Personal Auto,Four-Door Car,Nevada,F
VQ78876,,,Bachelor,4660.399573,89834,116,0,43.15595,Corporate Auto,SUV,Oregon,F
YQ24856,,,Bachelor,6843.848971,0,66,0,478.509797,Corporate Auto,Two-Door Car,California,M
XV11038,,,College,9223.987144,18814,122,0,585.6,Personal Auto,Sports Car,California,F
MG88768,,,College,4938.72766,82733,62,0,72.101019,Corporate Auto,Four-Door Car,California,M
RN36393,,,High School or Below,15114.40241,28513,100,1,480.0,Personal Auto,SUV,California,F
BU59722,,,High School or Below,5037.953998,0,68,1,326.4,Personal Auto,Four-Door Car,Washington,M
JD86991,,,Bachelor,5097.318657,67233,63,0,246.693624,Personal Auto,Two-Door Car,Oregon,M
QM60216,,,College,8906.991433,58718,226,0,1084.8,Personal Auto,Luxury Car,Oregon,M
NJ43658,,,Master,22721.47396,21724,198,0,1505.230405,Corporate Auto,Luxury SUV,California,M
GL34504,,,High School or Below,9095.15235,65103,115,4,552.0,Personal Auto,Four-Door Car,California,F
YX51934,,,High School or Below,4898.957331,55071,61,0,231.516063,Personal Auto,Four-Door Car,California,F
FO83170,,,Doctor,2916.380797,85817,72,0,154.987759,Personal Auto,Four-Door Car,California,M
JW33458,,,Master,5729.855012,92254,70,0,245.593225,Corporate Auto,Four-Door Car,California,F
JP10227,,,College,12280.76661,88340,102,0,489.6,Corporate Auto,Two-Door Car,California,M
HX90683,,,College,2472.469209,63860,62,0,208.598246,Personal Auto,Four-Door Car,California,F
UC19334,,,High School or Below,4698.345864,26411,126,1,604.8,Corporate Auto,SUV,California,F
ED61615,,,High School or Below,7950.178237,26189,69,0,331.2,Personal Auto,Four-Door Car,California,M
CB78049,,,College,3299.339339,66114,92,4,178.842061,Personal Auto,Four-Door Car,California,M
OS70004,,,College,7506.779365,49561,193,0,926.4,Personal Auto,SUV,California,M
SM67119,,,College,7123.694599,16139,62,0,297.6,Personal Auto,Four-Door Car,California,F
RO77709,,,High School or Below,8008.095994,63775,100,0,462.753151,Corporate Auto,SUV,California,M
QT27514,,,Bachelor,5318.89664,25134,67,0,321.6,Personal Auto,Four-Door Car,California,F
ZT53375,,,Bachelor,5483.89085,87777,68,0,257.708912,Personal Auto,Two-Door Car,California,M
LB35863,,,Bachelor,7244.497284,0,103,0,494.4,Personal Auto,SUV,California,F
JL95389,,,Bachelor,15558.44195,62922,194,0,1121.633645,Corporate Auto,Luxury Car,California,F
MF30956,,,College,8945.689398,83761,112,0,270.227547,Corporate Auto,SUV,California,M
FD36230,,,High School or Below,8441.667084,50801,72,3,43.419028,Personal Auto,Four-Door Car,California,F
OE75629,,,College,2798.834343,48675,71,1,340.8,Corporate Auto,Four-Door Car,California,M
VV97308,,,High School or Below,7522.900704,55916,63,0,302.4,Personal Auto,Four-Door Car,California,M
LU17507,,,Bachelor,39033.08248,0,180,0,864.0,Personal Auto,Luxury SUV,California,F
TW11115,,,High School or Below,2594.7935,30064,65,0,296.852419,Personal Auto,Two-Door Car,California,F
ND42562,,,High School or Below,8991.124186,0,127,0,1176.285998,Personal Auto,Sports Car,California,M
FZ29605,,,College,2332.095228,0,67,0,482.4,Corporate Auto,Four-Door Car,California,M
SC30127,,,Doctor,9244.351881,12081,82,0,548.064933,Personal Auto,Two-Door Car,California,F
HI26883,,,Bachelor,6290.699249,0,95,0,684.0,Personal Auto,Two-Door Car,California,M
EW15755,,,Master,9880.097141,62326,122,0,96.00936,Personal Auto,SUV,California,F
GH48839,,,College,11790.49617,25251,66,0,316.8,Corporate Auto,Four-Door Car,California,M
IX46908,,,College,5477.206072,21289,71,0,340.8,Corporate Auto,Four-Door Car,California,F
OO89057,,,Master,4014.332715,54054,99,0,5.661684,Personal Auto,Four-Door Car,California,F
LX95134,,,College,3674.56826,84814,90,0,512.816507,Corporate Auto,Four-Door Car,California,F
CX89767,,,High School or Below,4714.044733,46097,61,4,197.074966,Personal Auto,Four-Door Car,California,F
DI45039,,,College,2754.143877,58705,69,0,48.956424,Personal Auto,Two-Door Car,California,F
AI14767,,,High School or Below,40688.53442,37455,114,0,547.2,Personal Auto,SUV,California,F
OJ38536,,,Doctor,4563.859434,62010,112,0,537.6,Personal Auto,SUV,California,F
TI90592,,,College,7430.347681,61568,93,0,240.818954,Corporate Auto,Four-Door Car,California,M
UN63889,,,Bachelor,2644.983484,90443,66,0,235.174197,Personal Auto,Two-Door Car,California,M
FZ94690,,,High School or Below,26220.03266,24743,84,0,1008.03551,Personal Auto,Four-Door Car,California,M
TL60066,,,High School or Below,2397.036098,22283,65,0,572.072106,Personal Auto,Four-Door Car,California,F
OL61964,,,Bachelor,5207.680496,74627,65,0,176.735323,Corporate Auto,Four-Door Car,California,M
DN77617,,,College,5907.078117,47306,74,0,97.723235,Corporate Auto,Four-Door Car,California,F
BV12771,,,College,27420.81318,0,112,0,537.6,Personal Auto,SUV,California,M
NA14154,,,Bachelor,5044.857229,59292,64,0,218.491318,Corporate Auto,Two-Door Car,California,M
ZO54248,,,High School or Below,3090.13236,23970,77,0,43.959921,Personal Auto,Four-Door Car,California,F
CW13886,,,College,8514.394994,48428,72,1,223.728018,Personal Auto,Four-Door Car,California,M
TT63451,,,High School or Below,20925.89544,44342,74,0,355.2,Personal Auto,Four-Door Car,California,F
OW54561,,,College,3515.456573,0,103,2,741.6,Personal Auto,Sports Car,California,M
EE34821,,,Bachelor,17666.56543,0,74,0,355.2,Corporate Auto,Two-Door Car,California,F
ZB85648,,,College,30313.30977,67117,85,0,329.423177,Personal Auto,Two-Door Car,California,F
IE57921,,,Bachelor,4726.869327,13037,124,0,839.348464,Personal Auto,SUV,California,F
OY47486,,,College,5284.509533,71960,67,0,151.495249,Personal Auto,Two-Door Car,California,M
LV51815,,,High School or Below,2990.330995,73137,74,1,227.797105,Corporate Auto,Four-Door Car,California,F
VU99672,,,College,3548.071725,0,96,0,446.122702,Corporate Auto,Four-Door Car,California,M
SN69015,,,College,6371.320461,23797,81,0,388.8,Personal Auto,Four-Door Car,California,M
UO54843,,,Bachelor,5372.351967,70286,67,0,130.143497,Corporate Auto,Four-Door Car,California,M
ES34753,,,Master,5165.202368,12904,132,0,633.6,Personal Auto,SUV,California,F
KE91683,,,High School or Below,8264.747863,42045,103,0,40.839965,Personal Auto,SUV,California,F
YU23754,,,Master,5193.770572,24948,65,0,280.352767,Personal Auto,Four-Door Car,California,F
AS77287,,,College,8099.571213,25452,107,0,954.688499,Personal Auto,Sports Car,California,M
PD36660,,,High School or Below,8845.073706,95850,109,0,328.502498,Corporate Auto,Sports Car,California,F
BQ20851,,,Master,8295.977271,73556,104,0,497.684017,Personal Auto,SUV,California,M
PW91494,,,High School or Below,9344.431622,0,64,1,307.2,Personal Auto,Two-Door Car,California,F
NZ83890,,,High School or Below,5081.741976,0,69,0,93.697638,Personal Auto,Two-Door Car,California,F
QV24282,,,Bachelor,5363.531017,43879,69,0,242.133552,Corporate Auto,Four-Door Car,California,F
YF67162,,,High School or Below,2429.600516,23941,61,0,292.8,Corporate Auto,Four-Door Car,California,F
YE20366,,,Bachelor,7183.071115,14390,65,0,402.778867,Personal Auto,Four-Door Car,California,M
PN77420,,,College,5376.88732,30039,70,0,498.612632,Corporate Auto,Four-Door Car,California,M
CF26207,,,College,7019.177186,26806,63,0,302.4,Personal Auto,Four-Door Car,California,M
WH24638,,,College,7079.170237,24450,90,0,250.959093,Personal Auto,Four-Door Car,California,F
YQ16427,,,High School or Below,2415.83485,0,64,0,360.217299,Personal Auto,Four-Door Car,California,F
AZ90068,,,College,8193.160528,89219,73,4,350.4,Personal Auto,Four-Door Car,California,M
PL59209,,,College,6952.651187,0,73,3,525.6,Corporate Auto,Four-Door Car,California,F
VK93542,,,High School or Below,7465.980556,0,109,0,784.8,Personal Auto,SUV,California,M
NE70589,,,College,13220.80421,29504,117,0,809.039071,Personal Auto,SUV,California,M
AT52647,,,High School or Below,4014.9185,0,113,0,1305.275432,Personal Auto,SUV,California,F
CW38361,,,Bachelor,8744.727173,61706,110,0,223.905524,Corporate Auto,SUV,California,M
BZ92811,,,High School or Below,5948.98896,88122,148,0,840.231575,Corporate Auto,SUV,California,F
ON68006,,,Bachelor,5520.149969,26129,70,0,419.187114,Personal Auto,Four-Door Car,California,F
VG58889,,,Bachelor,5040.775434,22350,66,0,316.8,Corporate Auto,Two-Door Car,California,F
MI42935,,,Bachelor,5654.593045,0,83,0,597.6,Personal Auto,Four-Door Car,California,F
OS21957,,,High School or Below,8896.500265,26201,112,0,168.901895,Personal Auto,SUV,California,F
JG21385,,,Bachelor,8715.945469,0,84,0,604.8,Personal Auto,Four-Door Car,California,M
CT62892,,,Bachelor,7868.808884,0,107,0,513.6,Personal Auto,SUV,California,F
IE97795,,,High School or Below,6878.008403,39020,87,0,485.01384,Corporate Auto,Four-Door Car,California,M
DM59629,,,Bachelor,6411.675304,47606,81,0,388.8,Personal Auto,Two-Door Car,California,F
SH48087,,,College,10144.3094,27231,88,0,422.4,Personal Auto,Four-Door Car,California,F
WG93963,,,College,8575.961719,39946,218,0,1046.4,Personal Auto,Luxury SUV,California,F
OQ88395,,,College,4510.542608,84300,111,0,202.22495,Corporate Auto,SUV,California,M
XH46220,,,College,3746.751625,41479,94,1,19.575683,Corporate Auto,Two-Door Car,California,F
BK61065,,,Master,5479.555081,56005,68,1,326.4,Personal Auto,Four-Door Car,California,M
UD87700,,,High School or Below,7164.011997,0,108,0,1260.456194,Corporate Auto,SUV,California,M
CO19402,,,Bachelor,13265.51039,99617,109,0,74.934678,Personal Auto,SUV,California,F
KJ29915,,,Bachelor,5246.278375,28909,66,0,456.702735,Personal Auto,Two-Door Car,California,F
JX52708,,,Bachelor,4556.068318,25617,63,0,302.4,Personal Auto,Two-Door Car,California,M
OT42923,,,High School or Below,2751.250209,86788,70,0,336.0,Personal Auto,Four-Door Car,California,M
DL34364,,,High School or Below,2914.09461,28523,77,0,369.6,Corporate Auto,Four-Door Car,California,M
WX16610,,,Bachelor,5824.767025,38492,72,0,207.901654,Personal Auto,Four-Door Car,California,F
NH76558,,,High School or Below,5755.18214,97657,71,0,107.325235,Personal Auto,Two-Door Car,California,F
SQ14756,,,Master,2424.690776,49008,61,1,292.8,Personal Auto,Four-Door Car,California,M
EP64069,,,Bachelor,5138.244998,72264,64,0,272.649844,Corporate Auto,Four-Door Car,California,F
IS63817,,,College,6047.02516,20396,76,1,364.8,Corporate Auto,Four-Door Car,California,M
UC83161,,,High School or Below,6106.468745,60234,152,0,136.217066,Personal Auto,SUV,California,F
DL45122,,,Bachelor,3329.887725,75556,84,0,498.927007,Corporate Auto,Four-Door Car,California,M
KB90953,,,Bachelor,40132.01135,98710,123,0,587.391029,Personal Auto,Sports Car,California,F
EX72956,,,Bachelor,5095.365993,69461,64,0,101.417253,Personal Auto,Two-Door Car,California,F
YN15016,,,High School or Below,4471.747876,0,68,2,489.6,Personal Auto,Four-Door Car,California,M
GW56797,,,High School or Below,8773.507548,0,87,0,626.4,Personal Auto,Four-Door Car,California,M
QR57842,,,College,10351.37265,73895,129,0,825.416826,Corporate Auto,SUV,California,F
TB53616,,,High School or Below,10408.96865,20228,101,1,523.815839,Personal Auto,SUV,California,M
JN10602,,,Master,8201.330033,81785,67,0,321.6,Personal Auto,Four-Door Car,California,F
VI94769,,,Bachelor,2248.449633,24910,63,1,347.857619,Personal Auto,Four-Door Car,California,F
BQ60673,,,Bachelor,5205.024842,32946,66,0,316.8,Corporate Auto,Two-Door Car,California,M
JK68578,,,High School or Below,15306.13396,83868,189,0,134.836237,Corporate Auto,Luxury Car,California,F
OI39449,,,College,8002.308333,0,107,0,513.6,Personal Auto,SUV,California,F
NJ29981,,,High School or Below,4553.185557,0,124,0,714.494746,Corporate Auto,SUV,California,M
ZO16199,,,High School or Below,5354.365535,17099,69,0,331.2,Personal Auto,Four-Door Car,California,F
HB12866,,,High School or Below,7449.855125,0,206,0,1483.2,Personal Auto,Luxury SUV,California,F
DQ19344,,,College,3112.049841,33046,79,0,181.538354,Personal Auto,Four-Door Car,California,M
GH35369,,,College,4386.277558,10621,67,0,321.6,Personal Auto,Four-Door Car,California,M
QR26617,,,Bachelor,4865.848218,21498,63,0,302.4,Corporate Auto,Four-Door Car,California,M
QZ34525,,,Bachelor,6993.380588,0,66,0,439.701118,Personal Auto,Four-Door Car,California,M
IU62399,,,Bachelor,5860.48309,36889,74,1,192.186026,Personal Auto,Four-Door Car,California,F
OH23893,,,Bachelor,9115.57169,69588,114,0,173.080024,Personal Auto,SUV,California,F
ZX83542,,,Master,5300.686394,26585,69,0,308.651195,Corporate Auto,Four-Door Car,California,M
CO16841,,,Bachelor,3630.269217,0,101,0,727.2,Corporate Auto,SUV,California,F
MV81355,,,High School or Below,8819.018934,99845,110,1,528.0,Personal Auto,SUV,California,M
HU22390,,,College,5389.499465,66429,136,0,57.712985,Corporate Auto,Sports Car,California,M
YS74016,,,Bachelor,3123.080994,0,101,4,960.115399,Personal Auto,SUV,California,M
PU33703,,,College,2435.321545,43721,61,0,292.8,Personal Auto,Four-Door Car,California,F
PJ59176,,,High School or Below,8754.233404,51209,109,0,39.49793,Personal Auto,SUV,California,M
ML68781,,,College,2628.563096,84498,65,0,255.210049,Personal Auto,Four-Door Car,California,F
JI93499,,,High School or Below,6669.184698,0,65,1,312.0,Corporate Auto,Four-Door Car,California,M
NY90858,,,College,6765.800532,59034,85,0,378.75258,Personal Auto,Four-Door Car,California,M
IZ76711,,,Bachelor,10013.77995,0,135,0,773.690268,Personal Auto,Sports Car,California,F
BT78461,,,College,11288.17204,96399,70,0,307.89535,Personal Auto,Four-Door Car,California,F
PS68884,,,College,4686.469674,58089,118,0,566.4,Corporate Auto,SUV,California,M
EY71439,,,High School or Below,7131.731291,0,103,0,741.6,Corporate Auto,Sports Car,California,M
TO84268,,,Master,9051.712161,60964,113,0,327.723713,Personal Auto,Four-Door Car,California,M
UH93563,,,College,5306.162741,42871,67,0,321.6,Corporate Auto,Four-Door Car,California,M
GD57363,,,College,5133.635886,38795,65,0,98.354737,Personal Auto,Four-Door Car,California,M
LU36517,,,Bachelor,11124.60499,0,112,0,806.4,Personal Auto,Two-Door Car,California,M
DO93657,,,Master,7285.103913,57134,91,1,436.8,Personal Auto,Two-Door Car,California,M
EF41225,,,College,14627.92807,40711,121,0,580.8,Personal Auto,SUV,California,F
CY97519,,,College,17086.75371,26334,63,2,453.6,Corporate Auto,Two-Door Car,California,M
FO36473,,,Bachelor,4298.378567,31414,116,4,556.8,Personal Auto,SUV,California,F
OD66412,,,Doctor,5018.894421,74423,62,0,50.800186,Personal Auto,Four-Door Car,California,F
IW54903,,,College,7200.664877,0,66,0,316.8,Personal Auto,Four-Door Car,California,F
RF64040,,,Bachelor,9591.028253,0,128,0,150.952506,Corporate Auto,SUV,California,F
CB17191,,,High School or Below,3240.667531,30646,81,0,128.57791,Corporate Auto,Four-Door Car,California,F
OI39301,,,High School or Below,8906.50609,0,118,0,566.4,Personal Auto,SUV,California,F
VY90611,,,Master,2499.036551,28264,63,0,364.622773,Corporate Auto,Two-Door Car,California,F
KF96171,,,High School or Below,8167.992322,0,117,0,842.4,Personal Auto,Two-Door Car,California,F
IJ36435,,,College,5811.61185,0,79,0,304.550129,Personal Auto,Four-Door Car,California,F
GX40957,,,College,18732.2012,70187,117,0,632.16097,Personal Auto,Sports Car,California,F
RT36566,,,Bachelor,5260.623466,31006,67,0,321.6,Personal Auto,Four-Door Car,California,F
ML38237,,,High School or Below,8869.631143,0,119,0,571.2,Corporate Auto,SUV,California,F
RR74547,,,High School or Below,2878.846941,0,85,0,612.0,Personal Auto,Four-Door Car,California,M
PK26805,,,High School or Below,2810.957053,20371,71,1,340.8,Personal Auto,Four-Door Car,California,M
KS36311,,,College,2701.039719,39141,68,0,402.456296,Personal Auto,Four-Door Car,California,F
ZZ69693,,,High School or Below,2449.580048,0,69,0,496.8,Corporate Auto,Four-Door Car,California,M
